Site.Code,Site,Subsite,Sampling.Time,Month,Data.Entered.by,Plot.ID,unique.ID,Prior.to.change,Previous.Spellings,Other.notes,Original.Species,Juvenile,Subspecies,Species,Subgenus,Genus,Tribe,Subfamily,Family,Superfamily,Subsection,Section,Parvorder,Infraorder,Suborder,Order,Superorder,Infraclass,Subclass,Class,Group,Taxa,Type.Partner,Type,Total.Abundance,Notes,Total.Abundance.to.1.mm,Measured.size,Mesured.Size,Mesured.Size,Mesured.Size,Mesured.Size,Mesured.Size,Mesured.Size,Mesured.Size,Mesured.Size,Mesured.Size,Dry.Mass.g,individuals/SizeCount,DW.(g),Vegetative.or.Flower,Shoot.ID
FR,FR.B,B,1,June,NV/NN,16,FR.B.1.16,Cirratulidae,NA,NA,Cirratulidae,N,NA,NA,NA,NA,NA,NA,Cirratulidae,NA,NA,NA,NA,NA,Cirratuliformia,Terebellida,NA,Canalipalpata,Sedentaria,Polychaeta,Polychaete,Polychaete.FALSE,NA,FALSE,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR,FR.B,B,1,June,NV/NN,15,FR.B.1.15,Cirratulidae,NA,NA,Cirratulidae,N,NA,NA,NA,NA,NA,NA,Cirratulidae,NA,NA,NA,NA,NA,Cirratuliformia,Terebellida,NA,Canalipalpata,Sedentaria,Polychaeta,Polychaete,Polychaete.FALSE,NA,FALSE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR,FR.B,B,1,June,NV/NN,15,FR.B.1.15,Cirratulidae,NA,NA,Cirratulidae,N,NA,NA,NA,NA,NA,NA,Cirratulidae,NA,NA,NA,NA,NA,Cirratuliformia,Terebellida,NA,Canalipalpata,Sedentaria,Polychaeta,Polychaete,Polychaete.FALSE,NA,FALSE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR,FR.B,B,1,June,NV/NN,13,FR.B.1.13,Cirratulidae,NA,NA,Cirratulidae,N,NA,NA,NA,NA,NA,NA,Cirratulidae,NA,NA,NA,NA,NA,Cirratuliformia,Terebellida,NA,Canalipalpata,Sedentaria,Polychaeta,Polychaete,Polychaete.FALSE,NA,FALSE,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR,FR.B,B,1,June,NV/NN,13,FR.B.1.13,Cirratulidae,NA,NA,Cirratulidae,N,NA,NA,NA,NA,NA,NA,Cirratulidae,NA,NA,NA,NA,NA,Cirratuliformia,Terebellida,NA,Canalipalpata,Sedentaria,Polychaeta,Polychaete,Polychaete.FALSE,NA,FALSE,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR,FR.B,B,1,June,NV/NN,11,FR.B.1.11,Cirratulidae,NA,NA,Cirratulidae,N,NA,NA,NA,NA,NA,NA,Cirratulidae,NA,NA,NA,NA,NA,Cirratuliformia,Terebellida,NA,Canalipalpata,Sedentaria,Polychaeta,Polychaete,Polychaete.FALSE,NA,FALSE,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR,FR.B,B,1,June,NV/NN,11,FR.B.1.11,Cirratulidae,NA,NA,Cirratulidae,N,NA,NA,NA,NA,NA,NA,Cirratulidae,NA,NA,NA,NA,NA,Cirratuliformia,Terebellida,NA,Canalipalpata,Sedentaria,Polychaeta,Polychaete,Polychaete.FALSE,NA,FALSE,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR,FR.B,B,1,June,NV/NN,1,FR.B.1.1,Cirratulidae,NA,NA,Cirratulidae,N,NA,NA,NA,NA,NA,NA,Cirratulidae,NA,NA,NA,NA,NA,Cirratuliformia,Terebellida,NA,Canalipalpata,Sedentaria,Polychaeta,Polychaete,Polychaete.FALSE,NA,FALSE,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR,FR.B,B,1,June,NV/NN,1,FR.B.1.1,Cirratulidae,NA,NA,Cirratulidae,N,NA,NA,NA,NA,NA,NA,Cirratulidae,NA,NA,NA,NA,NA,Cirratuliformia,Terebellida,NA,Canalipalpata,Sedentaria,Polychaeta,Polychaete,Polychaete.FALSE,NA,FALSE,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR,FR.A,A,1,June,NV/NN,14,FR.A.1.14,Cirratulidae,NA,NA,Cirratulidae,N,NA,NA,NA,NA,NA,NA,Cirratulidae,NA,NA,NA,NA,NA,Cirratuliformia,Terebellida,NA,Canalipalpata,Sedentaria,Polychaeta,Polychaete,Polychaete.FALSE,NA,FALSE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR,FR.A,A,1,June,NV/NN,14,FR.A.1.14,Cirratulidae,NA,NA,Cirratulidae,N,NA,NA,NA,NA,NA,NA,Cirratulidae,NA,NA,NA,NA,NA,Cirratuliformia,Terebellida,NA,Canalipalpata,Sedentaria,Polychaeta,Polychaete,Polychaete.FALSE,NA,FALSE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.A,A,2,August,JB,13,OR.A.2.13,Clam1,NA,NA,Clam1,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bivalvia,Bivalve,Sessile.FALSE,NA,FALSE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.A,A,2,August,JB,10,OR.A.2.10,Clam2,NA,NA,Clam2,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bivalvia,Bivalve,Sessile.FALSE,NA,FALSE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.A,A,2,August,JB,10,OR.A.2.10,Clam3,NA,NA,Clam3,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bivalvia,Bivalve,Sessile.FALSE,NA,FALSE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KO,KO.A,A,1,July,J.Chow,7,KO.A.1.7,Columbellidae.sp.,NA,NA,Columbellidae.sp.,N,NA,NA,NA,NA,NA,NA,Columbellidae,Buccinoidea,NA,NA,NA,NA,NA,Neogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,1,Mitrella.sp.?,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC,BC.B,B,1,May,"Yogendran,M",6,BC.B.1.6,Colus.morditus,Colus.morditus,colus.halliionITIS,Colus.hallii,N,NA,Latisipho.hallii,NA,Latisipho,NA,NA,Buccinidae,Buccinoidea,NA,NA,NA,NA,NA,Neogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.FALSE,NA,FALSE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC,BC.A,A,1,May,"Yogendran,M",2,BC.A.1.2,Colus.sp.,NA,NA,Colus.sp.,N,NA,NA,NA,Colus,NA,NA,Buccinidae,Buccinoidea,NA,NA,NA,NA,NA,Neogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.FALSE,NA,FALSE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD,SD.A,A,2,August,Jen,9,SD.A.2.9,Conus.californicus,NA,NA,Conus.californicus,N,NA,Californiconus.californicus,NA,Californiconus,NA,NA,Conidae,Conoidea,NA,NA,NA,NA,NA,Neogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.FALSE,FALSE,FALSE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD,SD.A,A,2,August,Jen,8,SD.A.2.8,Conus.californicus,NA,NA,Conus.californicus,N,NA,Californiconus.californicus,NA,Californiconus,NA,NA,Conidae,Conoidea,NA,NA,NA,NA,NA,Neogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.FALSE,FALSE,FALSE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD,SD.A,A,2,August,Jen,7,SD.A.2.7,Conus.californicus,NA,NA,Conus.californicus,N,NA,Californiconus.californicus,NA,Californiconus,NA,NA,Conidae,Conoidea,NA,NA,NA,NA,NA,Neogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.FALSE,FALSE,FALSE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD,SD.A,A,2,August,Jen,4,SD.A.2.4,Conus.californicus,NA,NA,Conus.californicus,N,NA,Californiconus.californicus,NA,Californiconus,NA,NA,Conidae,Conoidea,NA,NA,NA,NA,NA,Neogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.FALSE,FALSE,FALSE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD,SD.A,A,2,August,Jen,3,SD.A.2.3,Conus.californicus,NA,NA,Conus.californicus,N,NA,Californiconus.californicus,NA,Californiconus,NA,NA,Conidae,Conoidea,NA,NA,NA,NA,NA,Neogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.FALSE,FALSE,FALSE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,NC.A,A,1,May,"Ziegler,SL",8,NC.A.1.8,Copepod,NA,NA,Copepod,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Copepoda,NA,Copepod,Copepod.FALSE,FALSE,FALSE,2,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,NC.A,A,1,May,"Ziegler,SL",7,NC.A.1.7,Copepod,NA,NA,Copepod,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Copepoda,NA,Copepod,Copepod.FALSE,FALSE,FALSE,1,NA,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD,SD.B,B,1,June,SH,4,SD.B.1.4,Corophiidae,NA,NA,Corophiidae,N,NA,NA,NA,NA,NA,NA,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,Mesograzer,Mesograzer,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD,SD.A,A,2,August,Jen,9,SD.A.2.9,Corophiidae,NA,NA,Corophiidae,N,NA,NA,NA,NA,NA,NA,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,Mesograzer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD,SD.A,A,2,August,Jen,6,SD.A.2.6,Corophiidae,NA,NA,Corophiidae,N,NA,NA,NA,NA,NA,NA,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,Mesograzer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD,SD.A,A,2,August,Jen,20,SD.A.2.20,Corophiidae,NA,NA,Corophiidae,N,NA,NA,NA,NA,NA,NA,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,Mesograzer,Mesograzer,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD,SD.A,A,2,August,Jen,16,SD.A.2.16,Corophiidae,NA,NA,Corophiidae,N,NA,NA,NA,NA,NA,NA,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,Mesograzer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD,SD.A,A,2,August,Jen,15,SD.A.2.15,Corophiidae,NA,NA,Corophiidae,N,NA,NA,NA,NA,NA,NA,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,Mesograzer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD,SD.A,A,2,August,Jen,14,SD.A.2.14,Corophiidae,NA,NA,Corophiidae,N,NA,NA,NA,NA,NA,NA,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,Mesograzer,Mesograzer,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD,SD.A,A,2,August,Jen,13,SD.A.2.13,Corophiidae,NA,NA,Corophiidae,N,NA,NA,NA,NA,NA,NA,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,Mesograzer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD,SD.A,A,2,August,Jen,12,SD.A.2.12,Corophiidae,NA,NA,Corophiidae,N,NA,NA,NA,NA,NA,NA,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,Mesograzer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD,SD.A,A,2,August,Jen,11,SD.A.2.11,Corophiidae,NA,NA,Corophiidae,N,NA,NA,NA,NA,NA,NA,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,Mesograzer,Mesograzer,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD,SD.A,A,1,May,SH,9,SD.A.1.9,Corophiidae,NA,NA,Corophiidae,N,NA,NA,NA,NA,NA,NA,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,Mesograzer,Mesograzer,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD,SD.A,A,1,May,SH,5,SD.A.1.5,Corophiidae,NA,NA,Corophiidae,N,NA,NA,NA,NA,NA,NA,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,Mesograzer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD,SD.A,A,1,May,SH,4,SD.A.1.4,Corophiidae,NA,NA,Corophiidae,N,NA,NA,NA,NA,NA,NA,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,Mesograzer,Mesograzer,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD,SD.A,A,1,May,SH,3,SD.A.1.3,Corophiidae,NA,NA,Corophiidae,N,NA,NA,NA,NA,NA,NA,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,Mesograzer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD,SD.A,A,1,May,SH,20,SD.A.1.20,Corophiidae,NA,NA,Corophiidae,N,NA,NA,NA,NA,NA,NA,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,Mesograzer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD,SD.A,A,1,May,SH,19,SD.A.1.19,Corophiidae,NA,NA,Corophiidae,N,NA,NA,NA,NA,NA,NA,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,Mesograzer,Mesograzer,9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD,SD.A,A,1,May,SH,17,SD.A.1.17,Corophiidae,NA,NA,Corophiidae,N,NA,NA,NA,NA,NA,NA,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,Mesograzer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD,SD.A,A,1,May,SH,16,SD.A.1.16,Corophiidae,NA,NA,Corophiidae,N,NA,NA,NA,NA,NA,NA,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,Mesograzer,Mesograzer,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD,SD.A,A,1,May,SH,14,SD.A.1.14,Corophiidae,NA,NA,Corophiidae,N,NA,NA,NA,NA,NA,NA,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,Mesograzer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD,SD.A,A,1,May,SH,13,SD.A.1.13,Corophiidae,NA,NA,Corophiidae,N,NA,NA,NA,NA,NA,NA,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,Mesograzer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD,SD.A,A,1,May,SH,10,SD.A.1.10,Corophiidae,NA,NA,Corophiidae,N,NA,NA,NA,NA,NA,NA,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,Mesograzer,Mesograzer,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR,FR.B,B,1,June,NV/NN,6,FR.B.1.6,Corophiidae,NA,NA,Corophiidae,N,NA,NA,NA,NA,NA,NA,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,NA,Mesograzer,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR,FR.B,B,1,June,NV/NN,6,FR.B.1.6,Corophiidae,NA,NA,Corophiidae,N,NA,NA,NA,NA,NA,NA,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,NA,Mesograzer,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR,FR.A,A,1,June,NV/NN,18,FR.A.1.18,Corophiidae,NA,NA,Corophiidae,N,NA,NA,NA,NA,NA,NA,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,NA,Mesograzer,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR,FR.A,A,1,June,NV/NN,18,FR.A.1.18,Corophiidae,NA,NA,Corophiidae,N,NA,NA,NA,NA,NA,NA,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,NA,Mesograzer,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS,JS.B,B,1,June,"Bayne,CJ",20,JS.B.1.20,Corophiidae.sp,NA,NA,Corophiidae.sp,N,NA,NA,NA,NA,NA,NA,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,Mesograzer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,WA.A,A,2,September,J.Chow,15,WA.A.2.15,Corophioid.rabbit,NA,NA,Corophioid.rabbit,N,NA,NA,NA,NA,NA,NA,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,NA,Mesograzer,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,NC.B,B,1,May,"Ziegler,SL",17,NC.B.1.17,Corophium,NA,NA,Corophium,N,NA,NA,NA,Corophium,Corophiini,Corophiinae,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,Mesograzer,Mesograzer,1,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,NC.A,A,1,May,"Ziegler,SL",20,NC.A.1.20,Corophium,NA,NA,Corophium,N,NA,NA,NA,Corophium,Corophiini,Corophiinae,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,Mesograzer,Mesograzer,1,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA,MA.A,A,1,June,"Dailey,W",19,MA.A.1.19,Corophium,NA,NA,Corophium,N,NA,NA,NA,Corophium,Corophiini,Corophiinae,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid.,Crustacean.Mesograzer,Mesograzer,Mesograzer,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,NC.B,B,1,May,"Deaton,CD",17,NC.B.1.17,Corophium.acherusicum,NA,NA,Corophium.acherusicum,N,NA,Monocorophium.acherusicum,NA,Monocorophium,Corophiini,Corophiinae,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,Mesograzer,Mesograzer,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,NC.B,B,1,May,"Deaton,CD",14,NC.B.1.14,Corophium.acherusicum,NA,NA,Corophium.acherusicum,N,NA,Monocorophium.acherusicum,NA,Monocorophium,Corophiini,Corophiinae,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,Mesograzer,Mesograzer,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,NC.B,B,1,May,"Deaton,CD",11,NC.B.1.11,Corophium.acherusicum,NA,NA,Corophium.acherusicum,N,NA,Monocorophium.acherusicum,NA,Monocorophium,Corophiini,Corophiinae,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,Mesograzer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,NC.A,A,1,May,"Deaton,CD",9,NC.A.1.9,Corophium.acherusicum,NA,NA,Corophium.acherusicum,N,NA,Monocorophium.acherusicum,NA,Monocorophium,Corophiini,Corophiinae,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,Mesograzer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,NC.A,A,1,May,"Deaton,CD",8,NC.A.1.8,Corophium.acherusicum,NA,NA,Corophium.acherusicum,N,NA,Monocorophium.acherusicum,NA,Monocorophium,Corophiini,Corophiinae,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,Mesograzer,Mesograzer,10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,NC.A,A,1,May,"Deaton,CD",3,NC.A.1.3,Corophium.acherusicum,NA,NA,Corophium.acherusicum,N,NA,Monocorophium.acherusicum,NA,Monocorophium,Corophiini,Corophiinae,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,Mesograzer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,NC.A,A,1,May,"Deaton,CD",20,NC.A.1.20,Corophium.acherusicum,NA,NA,Corophium.acherusicum,N,NA,Monocorophium.acherusicum,NA,Monocorophium,Corophiini,Corophiinae,Corophiidae,Corophioidea,NA,NA,Corophiidira,Corophiida,Senticaudata,Amphipoda,Peracarida,NA,Eumalacostraca,Malacostraca,Gammarid,Crustacean.Mesograzer,Mesograzer,Mesograzer,19,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
